IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP19,DEC_TP6019,DEC_Q119,DEC_MED19,DEC_Q319,DEC_EQ19,DEC_D119,DEC_D219,DEC_D319,DEC_D419,DEC_D619,DEC_D719,DEC_D819,DEC_D919,DEC_RD19,DEC_S80S2019,DEC_GI19,DEC_PACT19,DEC_PTSA19,DEC_PCHO19,DEC_PBEN19,DEC_PPEN19,DEC_PAUT19,DEC_NOTE19
576310110,Allmend,57631,Sarreguemines,42.1,39.2,9220,16030,23220,0.87,4500,7440,10630,13370,18430,21490,26390,33240,7.4,10.1,0.386,63,54.8,4.2,4,33,4,0
576310111,Folpersviller,57631,Sarreguemines,59.8,16.4,15850,23110,33350,0.76,10130,14110,17270,20310,26380,31240,36390,47950,4.7,7,0.365,62.7,53.6,2.1,7,30.4,6.9,0
576600101,Verrerie Sophie,57660,Stiring-Wendel,42.5,35,9180,17260,24660,0.9,2680,7160,11030,14350,19410,22880,27520,33980,12.7,14.1,0.387,59.8,53.1,4.2,2.5,36.9,3.3,0
576600102,Vieux Stiring,57660,Stiring-Wendel,37.9,36.9,10000,16220,23120,0.81,2070,8520,11490,13730,18560,21400,24860,31780,15.3,13.3,0.382,60.1,54.5,3.7,1.9,35.9,4,0
576600103,Centre-Coulée Verte,57660,Stiring-Wendel,41.7,31.3,10910,18090,24830,0.77,4470,9320,12590,15550,20850,23600,26390,33360,7.5,9.5,0.359,59.3,52.4,4,2.9,37.4,3.3,0
576600104,Habsterdick Ouest,57660,Stiring-Wendel,36.8,30.5,11280,16930,22140,0.64,5380,9500,12780,15220,18680,20820,23450,28290,5.3,6.1,0.294,56.7,52.3,4,0.4,41.5,1.8,0
576600105,Habsterdick Est,57660,Stiring-Wendel,37.3,25,12990,17680,24070,0.63,6020,11060,14530,16160,19720,22330,25710,31060,5.2,6.2,0.306,58.6,53.1,3.7,1.8,39.8,1.6,0
576720103,Malgrange,57672,Thionville,44.2,17.3,16580,25050,37170,0.82,7570,14240,18020,21240,28670,34690,41520,52490,6.9,8.6,0.371,27,23.8,1.9,1.3,31.6,41.4,0
576720104,Briquerie,57672,Thionville,36.6,34.4,10390,17780,26470,0.9,2420,8410,11830,14890,20900,24390,29060,38570,16,14.4,0.415,37.4,32.6,2.6,2.2,29.2,33.4,0
576720105,Charlemagne,57672,Thionville,44.1,15.5,17400,28290,44410,0.95,9140,14830,19270,24340,33330,40530,48980,63930,7,9.8,0.397,33.3,24.9,1.4,7,19.3,47.4,0
576720106,Centre Ville,57672,Thionville,38.7,25.6,12740,22460,36390,1.05,3870,10220,15010,18420,27550,33350,39970,52100,13.5,14.8,0.406,34.4,28.7,3,2.7,16.8,48.8,0
576720107,Notre-Dame,57672,Thionville,42.9,19.9,15680,25150,39690,0.95,5470,13140,17390,21430,30250,36040,44440,59490,10.9,12.9,0.42,35.1,28.9,2.2,4,18.7,46.2,0
576720108,Libération,57672,Thionville,38.6,27.3,12140,20160,30410,0.91,3970,10240,14020,17320,23230,27430,32740,41480,10.5,11.2,0.375,33.8,29.6,2.7,1.5,30.4,35.8,0
576720109,Côte des Roses,57672,Thionville,31.9,48.9,7570,13200,21010,1.02,3050,6240,8540,10580,15860,19350,23120,33020,10.8,15,0.442,44.5,36.8,4.6,3.1,26.9,28.6,0
576720110,Bel-Air,57672,Thionville,24.8,55.3,5170,11600,19170,1.21,170,3700,6950,9450,14750,17520,22530,30820,184,42.8,0.487,44.8,NA,NA,NA,24.3,30.9,0
576720111,Guentrange Tafeld Val Marie,57672,Thionville,62.2,7.9,22620,34440,53350,0.89,15020,20720,24430,28870,41000,48650,59990,83140,5.5,10.2,0.469,42.1,31.7,1.2,9.2,14.9,43,0
576720112,Milliaire Prés de Saint-Pierre,57672,Thionville,NA,NA,5930,12280,21050,1.23,580,4480,7270,9150,15500,19130,24330,35840,62.1,35,0.517,41.7,31.4,3.5,6.8,34.4,23.9,0
576720114,Saint-Pierre,57672,Thionville,43.7,20,14990,23180,34010,0.82,6700,12930,16710,19850,26720,30960,37380,47370,7.1,9.3,0.368,35.1,29.3,2.7,3.1,27.2,37.7,0
576720115,Beauregard,57672,Thionville,38.7,26.5,12090,20320,31690,0.96,4050,9190,14300,17190,24280,28970,35150,46360,11.4,13.8,0.42,35.9,29,3.5,3.4,20.7,43.4,0
576720118,Veymerange Élange,57672,Thionville,51.4,11,20080,30200,43160,0.76,12280,17820,22240,25750,34590,40160,46790,55780,4.5,5.6,0.31,32.7,27.4,1.9,3.4,22.5,44.8,0
576720120,Garche-Kœking,57672,Thionville,46.6,NA,19520,28210,39170,0.7,12890,17610,20730,24500,31870,36260,42560,53400,4.1,5.5,0.315,29.9,23.8,2.3,3.8,19,51.1,0
576720121,Basses Terres,57672,Thionville,30.2,42.8,7750,15220,25800,1.19,1500,6130,9110,12050,18560,22250,28840,39860,26.6,20.4,0.454,36.5,29.1,3.7,3.7,27.4,36.1,0
576720122,Volkrange,57672,Thionville,56.7,NA,21990,30870,43260,0.69,13960,19500,23750,27270,35110,40310,48830,62250,4.5,5.4,0.312,38.1,30.6,1.7,5.8,19.2,42.7,0
577510101,Saint-Rémy Route de Thionville,57751,Woippy,44.2,31.1,11540,17690,24720,0.75,5650,10060,12650,15550,19820,22620,26640,31600,5.6,6.8,0.324,66.4,59.2,4.6,2.6,24.6,9,0
577510103,Quartier du Roi,57751,Woippy,NA,NA,7280,13190,18500,0.85,2100,5380,8350,10500,15020,16920,19530,23770,11.3,12.2,0.367,74.1,66.7,5.4,2,18.2,7.7,0
577510104,Quatre Bornes,57751,Woippy,55,28.4,12140,20930,29560,0.83,6370,10820,13780,17360,24690,28050,32160,42200,6.6,9.2,0.375,58.6,52.8,2.4,3.4,28.2,13.2,0
577510105,Pregenie,57751,Woippy,20.4,71.6,3590,8430,13850,1.22,0,2480,4900,6920,10360,12410,15470,19740,NA,45.1,0.441,62,53.5,7.5,1,33.8,4.2,0
577510106,Saint-Éloy Mairie Annexe,57751,Woippy,NA,NA,3540,7630,13150,1.26,0,2570,4500,5930,9660,11710,15050,20580,NA,36.2,0.463,73,NA,NA,NA,21.6,5.4,0
577510107,Saint-Éloy Chapelle,57751,Woippy,25.5,62.5,5580,10290,16100,1.02,910,4610,6300,8390,12180,14820,17470,22170,24.3,14.3,0.39,58.6,50.7,7.2,0.7,37.7,3.7,0
577510110,Route de Norroy Château Le Village,57751,Woippy,56.8,21.2,14200,22090,30930,0.76,8050,12620,15740,18640,25520,29090,33230,41490,5.2,7,0.348,61.6,53.4,2.9,5.3,24.8,13.6,0
577570103,Grand Rue-Parc Aragon,57757,Yutz,40.6,21.9,14030,21050,30890,0.8,5540,12250,15750,18080,24830,29060,33540,41790,7.5,8,0.351,40.3,35,2.7,2.6,19.5,40.2,0
577570104,Drogon Dunant de Gaulle,57757,Yutz,46,14.9,17180,25600,36570,0.76,10550,15340,18870,22250,29170,33300,39720,48870,4.6,5.9,0.322,37.8,32.7,1.9,3.2,22.4,39.8,0
577570105,Yutz Sud-Est,57757,Yutz,50,10.8,18870,26570,37760,0.71,11950,17160,20710,23880,30540,35090,40940,48940,4.1,5.4,0.312,34.3,28.4,1.8,4.1,25.1,40.6,0
577570106,Hexagone Cormontaigne Carolingiens,57757,Yutz,NA,NA,2300,8050,14600,1.53,0,1110,3250,5980,10630,12970,15910,20940,NA,160.9,0.501,55.1,NA,NA,NA,23.4,21.5,0
577570107,Romains Roosevelt,57757,Yutz,47.8,16.6,16620,26100,37880,0.81,9310,14760,18440,22380,29960,35140,41200,51880,5.6,7.4,0.346,35.4,30,2.1,3.3,21.1,43.5,0
580860101,Centre Ville,58086,Cosne-Cours-sur-Loire,43.8,31.3,11290,17700,25430,0.8,4660,9280,12700,15350,20310,23320,28180,35650,7.6,10.9,0.398,47.3,38.5,2.6,6.2,46.1,6.6,0
580860102,Cosne Périphérie,58086,Cosne-Cours-sur-Loire,52.8,16.2,15650,20840,28090,0.6,10400,14210,16760,18680,23270,26290,30440,38400,3.7,4.9,0.301,48.2,42,1.9,4.3,46.6,5.2,0
580860103,Saint-Laurent,58086,Cosne-Cours-sur-Loire,NA,NA,2230,7840,14450,1.56,0,1050,3480,6070,10290,13100,15650,19720,NA,298.8,0.488,57.3,NA,NA,NA,43.3,-0.6,0
580860104,Cosne-Villechaud,58086,Cosne-Cours-sur-Loire,59.9,15.1,16450,22910,30520,0.61,9360,14880,17920,20480,25480,28210,33100,42900,4.6,5.7,0.317,53.5,44.7,1.8,7,40.9,5.6,0
580860105,Cours,58086,Cosne-Cours-sur-Loire,NA,NA,15900,21920,29610,0.63,9600,14480,16800,19630,24230,27800,31750,36640,3.8,4.6,0.28,57.1,49,2.5,5.6,39.6,3.3,0
581940101,République-Manutention,58194,Nevers,52.4,25.9,12720,19550,26550,0.71,5360,10710,14780,16870,22470,24980,29040,34650,6.5,8.2,0.337,57.9,52.7,2.5,2.7,37.5,4.6,0
581940102,Saint-Genest-La Butte,58194,Nevers,49,31.1,10430,19040,28050,0.93,2400,8680,12230,16060,22110,25830,31410,40270,16.8,16.5,0.425,64.4,54,3.1,7.3,30.2,5.4,0
581940103,Colbert-Chaussade,58194,Nevers,56.1,23.3,13840,21020,31100,0.82,3180,11270,15520,18040,24240,27960,34490,47000,14.8,14.1,0.407,56.3,48.9,1.6,5.8,37.2,6.5,0
581940104,Saint-Martin-Saint-Étienne,58194,Nevers,51,32.7,9360,18310,27210,0.98,740,7240,11730,15540,21510,25140,29850,39120,52.8,22.4,0.441,64,56.1,3.3,4.6,27.6,8.4,0
581940105,Victor Hugo,58194,Nevers,69.4,13.8,18070,26350,36660,0.71,10690,16110,20000,23320,29340,33970,40270,56470,5.3,7.3,0.368,53.4,44.4,1.4,7.6,40.1,6.5,0
581940106,Faidherbe-Maupas,58194,Nevers,52.8,25.8,12670,19680,25610,0.66,4960,10210,14840,17250,22170,24520,27200,33770,6.8,8.3,0.326,54.8,51,2,1.8,42.7,2.5,0
581940107,Le Banlay-Moulin à Vent,58194,Nevers,50.4,32.1,10190,18270,26320,0.88,3190,7810,12020,15690,21130,24480,28510,35770,11.2,14.6,0.402,56.6,51,2.2,3.4,40.7,2.7,0
581940108,Le Banlay-Maréchal Leclerc,58194,Nevers,24.5,68.1,1430,7480,15230,1.84,0,390,3500,5660,10090,13440,17480,22160,NA,1544.1,0.525,55.2,49.1,4.7,1.4,43.7,1.1,1
581940109,Les Bords de Loire,58194,Nevers,16.7,75.2,850,6760,12970,1.79,0,0,2620,4700,9350,11860,15140,19370,NA,NA,0.508,52.2,NA,NA,NA,47.1,0.7,0
581940111,La Baratte-Les Sablons,58194,Nevers,49.1,21.6,14310,19510,24580,0.53,6940,12520,15440,17680,21380,23660,26480,31380,4.5,5.4,0.287,53.1,48.4,2,2.7,44.8,2.1,0
581940112,Le Mouesse,58194,Nevers,NA,NA,14030,19660,25830,0.6,6790,12470,15020,17460,21690,24390,27300,31990,4.7,5.6,0.29,51.9,47,2.7,2.2,46,2.1,0
581940113,Montapins Est,58194,Nevers,60.8,19.3,15140,23630,32810,0.75,7500,13210,17280,20490,26960,30620,35520,45290,6,7.4,0.347,55.3,49.4,1.8,4.1,40.2,4.5,0
581940114,Les Loges-Montapins Ouest,58194,Nevers,60.3,20.5,14720,22260,29910,0.68,6950,12820,16110,19080,24930,27880,32360,39290,5.7,6.9,0.33,61.9,56.6,1.6,3.7,35.2,2.9,0
581940115,La Grande Pâture,58194,Nevers,20.8,71.9,3390,7770,13940,1.36,0,1850,4170,5940,9770,12390,16300,21240,NA,59.6,0.484,64.7,NA,NA,NA,33.7,1.6,0
581940116,Les Montots-Bas Montots,58194,Nevers,38.1,46.4,5820,14250,22070,1.14,0,4240,7040,10870,16910,20300,24130,29600,NA,32.3,0.437,54.4,48.9,3.2,2.3,43.5,2.1,0
581940117,Rotonde-13e de Ligne,58194,Nevers,53.1,28.3,11580,18750,27100,0.83,5260,9820,13780,16510,21610,24840,29430,37180,7.1,8.9,0.36,62.8,55.1,2.9,4.8,35,2.2,0
590080101,Nord,59008,Aniche,40.5,37.2,9510,16250,23300,0.85,3640,7880,10880,13640,18990,21640,25150,29380,8.1,10,0.352,74.1,68,3.8,2.3,24,1.9,0
590080102,Village Centre,59008,Aniche,36.4,49.5,5620,13240,20260,1.11,400,4100,7230,10260,16100,18670,22110,27960,70.7,28.9,0.434,71.1,62.5,4.9,3.7,26.4,2.5,0
590080103,Centre 2,59008,Aniche,38.7,36.9,9980,15860,22090,0.76,4050,8130,11010,13720,18480,20930,23750,29780,7.3,8.7,0.339,61.1,56.4,3.7,1,36.1,2.8,0
590080104,Sud,59008,Aniche,33.9,43.6,7380,14470,20400,0.9,1320,5700,8870,11950,16570,19150,21890,26530,20.2,16,0.386,69,61.5,4.8,2.7,28.6,2.4,0
590090101,Breucq,59009,Villeneuve-d'Ascq,68.5,11.9,18730,26880,37570,0.7,12060,17350,19820,23110,30320,35580,41230,51640,4.3,5.3,0.314,78.2,69,3,6.2,17.2,4.6,0
590090102,Sart,59009,Villeneuve-d'Ascq,72.5,NA,19950,26710,37330,0.65,13680,17930,21650,24160,30850,35090,40920,53030,3.9,5,0.32,74.6,67.1,2.1,5.4,19.8,5.6,0
590090103,Babylone,59009,Villeneuve-d'Ascq,47.1,36.9,9680,16480,24860,0.92,3690,8070,11000,13900,19950,22580,27860,34950,9.5,10.6,0.389,81.8,75.1,4.2,2.5,15.4,2.8,0
590090104,Recueil,59009,Villeneuve-d'Ascq,73.9,9.2,22520,31800,45230,0.71,13910,19240,24180,27820,36690,42060,49860,65720,4.7,7,0.371,68.8,60.1,2.2,6.5,18.9,12.3,0
590090201,Prés,59009,Villeneuve-d'Ascq,69.8,18.8,15820,24050,33590,0.74,6280,13570,18140,21240,27680,32200,36220,43360,6.9,8.1,0.337,76.6,70,2.5,4.1,21.6,1.8,0
590090203,Croisure,59009,Villeneuve-d'Ascq,68.3,12.1,18260,26550,35850,0.66,10830,16540,19970,23530,29210,33620,39180,46160,4.3,5.6,0.307,70.6,64.4,1.9,4.3,25,4.4,0
590090204,Les Facultés,59009,Villeneuve-d'Ascq,54.5,30.2,11260,18550,26320,0.81,6440,9510,12930,16180,21250,23960,29010,34110,5.3,6.8,0.336,72.2,67.4,3.9,0.9,25.4,2.4,0
590090206,Château,59009,Villeneuve-d'Ascq,70.7,13.6,17710,25640,35090,0.68,10890,16470,19650,22500,28820,32670,38390,47210,4.3,5.8,0.321,68.3,60.2,2.3,5.8,28.7,3,0
590090207,Bourg,59009,Villeneuve-d'Ascq,62.1,NA,17340,24290,33390,0.66,11560,16140,19170,21820,27670,31760,36040,44670,3.9,5.1,0.308,68.2,61.2,2.3,4.7,28.6,3.2,0
590090301,Cousinerie Est,59009,Villeneuve-d'Ascq,64.5,19,15210,24050,33880,0.78,8370,13620,17580,20360,27200,31240,36030,44680,5.3,6.8,0.327,69.1,63.2,2.5,3.4,27.6,3.3,0
590090303,Cousinerie Ouest,59009,Villeneuve-d'Ascq,56.8,24.9,13160,21070,30130,0.81,6340,10860,14750,18170,24400,27970,32700,41350,6.5,8,0.344,70.3,65.4,2.3,2.6,27.1,2.6,0
590090304,Cousinerie Centre,59009,Villeneuve-d'Ascq,63.2,23.7,13330,22480,33080,0.88,6490,11220,14880,18510,25790,30100,35350,44480,6.9,8.4,0.356,75.3,68.7,2.8,3.8,21.5,3.2,0
590090402,Brigode,59009,Villeneuve-d'Ascq,NA,NA,31340,45010,67220,0.8,21420,28290,33130,39840,53310,63930,73420,136560,6.4,7.9,0.418,57.4,47.3,1.2,8.9,21.2,21.4,0
590090403,Annappes,59009,Villeneuve-d'Ascq,75.9,NA,23390,37200,56740,0.9,16720,21060,25480,31060,43160,51590,62060,82020,4.9,7.5,0.404,65.2,54.2,1.7,9.3,18.2,16.6,0
590090404,Moulin d'Ascq,59009,Villeneuve-d'Ascq,61.8,18.4,15300,24710,36610,0.86,8720,13640,17080,21040,29130,33680,40020,50590,5.8,7.3,0.354,66.3,60.7,2.1,3.5,27.6,6.1,0
590090405,Le Pron,59009,Villeneuve-d'Ascq,73.3,9.6,19790,28380,40360,0.72,13310,18380,21570,24460,32210,36890,43380,56420,4.2,5.6,0.327,73.7,66,1.9,5.8,20.5,5.8,0
590090501,Liberté,59009,Villeneuve-d'Ascq,68.3,NA,18310,26140,34380,0.61,12470,16690,19630,22570,28290,32710,39810,51820,4.2,5.5,0.332,73.4,65.9,2.3,5.2,20.8,5.8,0
590090502,Poste,59009,Villeneuve-d'Ascq,40.6,45.8,8070,13970,22350,1.02,2910,6520,9060,11340,16880,20550,24430,30270,10.4,11.8,0.398,75.8,67.7,4.9,3.2,20.9,3.3,0
590090504,Résidence Est,59009,Villeneuve-d'Ascq,34.9,50.1,6830,12930,21040,1.1,2620,5810,8380,10630,16230,19190,22780,29120,11.1,13,0.401,74.1,65.5,5.8,2.8,23.1,2.8,0
590090505,Résidence Ouest,59009,Villeneuve-d'Ascq,36.8,52.1,5570,12420,19480,1.12,740,4170,6610,9720,15520,18310,21900,28350,38.2,25.1,0.435,71.9,63.4,4.3,4.2,25.5,2.6,0
590090602,Triolo Est,59009,Villeneuve-d'Ascq,56.7,22.8,13680,21860,33700,0.92,7870,12080,15590,18310,25400,30960,36270,49010,6.2,7.7,0.369,61.8,57.6,3.1,1.1,34,4.2,0
590090603,Triolo Ouest,59009,Villeneuve-d'Ascq,33.5,61.2,5130,10140,17770,1.25,390,3720,6080,8260,12490,15740,19610,25160,65.3,25.1,0.433,77.8,69.1,7.4,1.3,20.7,1.5,0
590090701,Pont de Bois,59009,Villeneuve-d'Ascq,19.9,75.2,2630,7690,12910,1.34,0,1540,3860,5880,9400,11410,14300,19100,NA,65.2,0.465,84.6,72.5,10.4,1.7,14.8,0.6,0
590090703,Vétérans,59009,Villeneuve-d'Ascq,NA,NA,4740,9670,15870,1.15,30,2900,5840,7880,11370,13860,17500,21850,803.6,36.5,0.44,84.1,74.4,8.4,1.3,14.6,1.3,0
590090704,Hôtel de Ville,59009,Villeneuve-d'Ascq,38.2,54.1,5970,11470,18580,1.1,640,4580,7190,9350,14380,17310,20490,25400,39.7,20.4,0.41,79.1,71.1,6.9,1.1,19.5,1.4,0
590090705,Valmy,59009,Villeneuve-d'Ascq,42.1,53.4,6260,12220,20890,1.2,1610,4440,7360,9810,15510,19230,23160,29150,18.1,18.5,0.427,76.7,69.2,5.5,2,21,2.3,0
590110101,Nord-Ouest,59011,Annœullin,61.7,15.6,16750,23540,32100,0.65,9640,14960,18200,21240,26460,29900,34320,42730,4.4,5.7,0.31,76.5,69.7,2.4,4.4,20.4,3.1,0
590110102,Nord,59011,Annœullin,49.8,21.5,13830,20200,26300,0.62,8160,12430,15190,17680,22180,24950,28300,34040,4.2,5.4,0.295,63.7,59.3,3,1.4,33.6,2.7,0
590110103,Sud-Est,59011,Annœullin,62.1,15,16290,22570,30080,0.61,10970,14630,17420,20050,25140,28110,32240,39370,3.6,4.9,0.3,71.5,63.3,2.6,5.6,24.6,3.9,0
590140101,Nord-Est,59014,Anzin,30.6,50.9,6250,12520,18720,1,380,3920,7720,10010,15260,17260,20080,24520,65.2,25.2,0.395,68.7,62.8,5,0.9,29.1,2.2,0
590140102,Centre 1,59014,Anzin,34,48.8,6770,13270,19880,0.99,1230,5750,7950,10880,15780,18110,21930,27470,22.3,16.9,0.403,65.1,57.2,4.2,3.7,31.3,3.6,0
590140103,Nord-Ouest,59014,Anzin,33.1,49.6,6130,13090,19290,1.01,540,4830,7970,10170,15650,18380,21240,24690,45.9,19.5,0.389,71.5,65,5.1,1.4,27.3,1.2,0
590140104,Centre 2,59014,Anzin,38.6,45.5,7540,13910,21380,1,500,6190,9240,11590,16840,19350,23400,27510,54.7,18.9,0.397,69.8,63.5,3.9,2.4,27.6,2.6,0
590140105,Sud-Ouest,59014,Anzin,30.7,51,5860,12880,19650,1.07,210,4510,7310,10380,15560,18140,21540,27720,131.7,25.1,0.422,62.6,55.8,4.7,2.1,35.8,1.6,0
590140106,Sud,59014,Anzin,41.9,41.2,8530,15130,22110,0.9,1200,7100,10280,12640,17310,20230,24050,29010,24.2,14.6,0.39,72.3,64.8,4.2,3.3,25.6,2.1,0
590170102,Prés du Hem,59017,Armentières,38.2,41.8,8750,15060,21230,0.83,2260,7040,10040,12530,17520,19980,22650,27480,12.2,10.2,0.346,70.8,65.6,4.4,0.8,26.6,2.6,0
590170103,Quartier Salengro,59017,Armentières,42.5,42,8000,15370,22060,0.91,1610,6230,9610,12300,18110,20750,24260,29120,18,13.4,0.38,76.8,70.4,4.4,2,20.7,2.5,1
590170201,Bizet 1,59017,Armentières,40.4,40.8,9100,15890,22200,0.82,3360,7820,10270,12620,18270,20630,24080,27750,8.3,8.9,0.34,67.7,62.9,3.9,0.9,29.6,2.7,0
590170202,Bizet-Léo Lagrange,59017,Armentières,47.4,27.5,12100,19020,25280,0.69,5490,9840,13690,16640,21200,23830,27050,32170,5.9,7.1,0.311,72.4,68.8,2.9,0.7,25.1,2.5,0
590170303,Route d'Houplines 3,59017,Armentières,37.9,47.1,7140,13730,21240,1.03,0,5380,8180,11340,16490,19890,23450,29510,NA,31.2,0.426,66.6,59.1,4.2,3.3,30.8,2.6,0
590170304,Route d'Houplines 4,59017,Armentières,33.4,40.6,8120,15150,20590,0.82,950,6080,10300,12750,17060,19680,21840,25330,26.6,15.8,0.362,74.9,69.2,3.5,2.2,22.7,2.4,0
590170305,Route d'Houplines 2,59017,Armentières,43.7,37.6,10070,16740,22680,0.75,3920,8190,11320,13940,18730,21510,24780,29920,7.6,9.4,0.347,73.4,67.3,3.4,2.7,24.6,2,0
590170401,Centre République 1,59017,Armentières,32.1,42.2,7950,14940,20860,0.86,2330,6340,9560,12360,16870,19590,22500,27180,11.7,11.4,0.362,62.5,NA,NA,NA,35.1,2.4,0
590170402,Centre République 2,59017,Armentières,41.9,38,8610,16670,24810,0.97,1330,6770,10380,13630,19290,22350,27370,36550,27.4,18.3,0.43,69.7,63.6,3.9,2.2,24.1,6.2,0
590170403,Centre République 3,59017,Armentières,49.2,30.4,10740,18920,28440,0.94,4650,8910,12830,15990,22030,25680,31510,41650,9,14.9,0.46,57.7,51.2,2.4,4.1,31,11.3,0
590430101,Saint-Vaast,59043,Bailleul,57.7,19.7,15090,21210,29070,0.66,8860,13680,16640,19260,23870,26960,31320,37970,4.3,5.6,0.307,64.4,57,2.8,4.6,31.4,4.2,0
590430201,Pré aux Chênes,59043,Bailleul,54.5,20.1,14760,20640,26750,0.58,8520,12980,16300,18410,22920,25440,28680,33580,3.9,5.4,0.294,61.3,55.1,2.8,3.4,33,5.7,0
590430301,Sud,59043,Bailleul,NA,NA,15860,22190,28750,0.58,9370,14420,17430,19780,24660,27270,30950,38050,4.1,5,0.285,68.7,60.7,2.1,5.9,26,5.3,0
590430401,Centre,59043,Bailleul,55.2,20.7,14470,21040,27710,0.63,8990,12810,16040,18880,23650,26530,28900,35240,3.9,5.2,0.294,63.4,58.1,2.9,2.4,31.9,4.7,0
590430501,Nord,59043,Bailleul,62.9,13.9,17050,23790,31250,0.6,10630,15330,18850,21140,26380,29390,33550,40860,3.8,5.2,0.303,69.4,61.3,1.7,6.4,24.9,5.7,0
591120101,Trois au Bois,59112,Bruay-sur-l'Escaut,NA,NA,5250,10750,17770,1.17,0,3640,6410,8520,13280,15740,20020,24280,NA,24.3,0.42,63.9,55.3,7.3,1.3,34.1,2,0
591120102,Rocquignol,59112,Bruay-sur-l'Escaut,40.4,38.5,8650,16310,23280,0.9,3750,7230,10500,13680,19080,21560,24960,29980,8,9.8,0.36,68,62.4,3.6,2,29,3,0
591120104,Centre,59112,Bruay-sur-l'Escaut,41.5,36.5,9930,15910,22550,0.79,2890,7800,10890,13780,18270,20850,24200,29050,10,10.2,0.348,66.8,60.9,3.8,2.1,28.8,4.4,0
591120105,Haultière,59112,Bruay-sur-l'Escaut,32.2,47.6,7100,13640,21550,1.06,950,5340,8380,10520,16660,19690,23410,28020,29.6,17.1,0.393,63.4,56.5,4.4,2.5,33.8,2.8,0
591120106,Le Marais Foucart,59112,Bruay-sur-l'Escaut,35.6,44,7560,14110,21080,0.96,1960,5960,9140,11700,16850,19730,22770,27000,13.8,13.9,0.379,70.3,62.4,4.5,3.4,27.3,2.4,0
591220101,Cambrai 1,59122,Cambrai,42.1,32.9,10690,17230,25490,0.86,4590,9430,12240,14590,20360,23270,27560,35840,7.8,10.1,0.385,65.6,57.1,3.8,4.7,29.1,5.3,0
591220102,Cambrai 2,59122,Cambrai,40.9,39.2,8280,16030,23680,0.96,2700,6630,10000,13320,18670,21540,26210,33260,12.3,15,0.425,63.4,54.8,4.7,3.9,30.7,5.9,0
591220103,Cambrai 3,59122,Cambrai,42.6,33.2,10410,17060,23900,0.79,2720,8000,12000,14710,19430,22440,26040,32390,11.9,12.2,0.366,63.3,56.8,3.7,2.8,33.8,2.9,0
591220104,Cambrai 4,59122,Cambrai,NA,NA,7350,14320,21170,0.97,1990,6140,8740,11520,16660,19440,23300,28400,14.3,12.9,0.387,72.1,64,6.2,1.9,25.9,2,0
591220105,Cambrai 5,59122,Cambrai,NA,NA,13790,19080,24820,0.58,8520,12880,15160,17000,20950,23440,25770,30950,3.6,4.2,0.258,55.9,52.3,2.5,1.1,42.1,2,0
591220106,Cambrai 6,59122,Cambrai,47.3,31.2,11600,18290,24650,0.71,5570,9600,12730,15330,20410,23040,26370,31960,5.7,6.6,0.315,59.3,54,3.6,1.7,38.6,2.1,0
591220107,Cambrai 7,59122,Cambrai,53.9,27,12310,19950,28840,0.83,6440,10710,14130,16960,23050,26610,31620,41380,6.4,9.3,0.385,67.7,58.7,2.8,6.2,27.6,4.7,0
591220108,Cambrai 8,59122,Cambrai,44,40.9,6420,16280,27520,1.3,0,4730,8790,12610,20310,25200,31550,45260,NA,49.8,0.515,59.3,46.4,3.5,9.4,31.7,9,0
591220109,Cambrai 9,59122,Cambrai,42.6,34.1,9870,18370,30090,1.1,2310,8070,11610,15020,22340,26970,33970,48060,20.8,22.6,0.495,62.1,49.7,2.7,9.7,30,7.9,0
591220110,Cambrai 10,59122,Cambrai,52,28.6,11410,19170,27900,0.86,3990,9870,13390,16000,22150,25460,30950,39070,9.8,12.3,0.406,58.4,50.2,2.8,5.4,36.6,5,0
591220113,Cambrai 13,59122,Cambrai,53.7,27.5,12340,19490,26890,0.75,6120,10660,13730,16890,22210,25360,29090,37700,6.2,7.6,0.349,63.7,56.3,2.9,4.5,32.5,3.8,0
591220114,Cambrai 14,59122,Cambrai,44,38.7,8650,15940,24960,1.02,4170,7240,10350,13310,19260,22940,27330,33430,8,10.3,0.377,66.4,59.4,4.1,2.9,30.4,3.2,0
591390101,Nord-Ouest,59139,Caudry,34.4,50.5,5940,12850,20600,1.14,300,4330,7320,10180,16040,18840,22150,27740,92,37.3,0.469,57.8,51.4,4.6,1.8,37,5.2,0
591390102,Centre 1,59139,Caudry,37.8,41.9,8010,14830,21950,0.94,1960,6860,9470,12230,17470,20030,23280,27790,14.2,13.2,0.377,62.7,54.5,5.2,3,34.5,2.8,0
591390103,Est,59139,Caudry,43.3,32.1,10560,17600,24820,0.81,4050,9300,12110,15230,20250,22970,26350,31700,7.8,9.4,0.352,57.2,48.9,4.2,4.1,40.9,1.9,0
591390104,Centre 2,59139,Caudry,40.3,45.3,6260,14290,22180,1.11,450,4610,8010,11020,17170,20460,24120,31980,71.1,31,0.443,64.1,54.8,4.5,4.8,32.3,3.6,0
591390105,Barbusse,59139,Caudry,32.6,51,5080,12560,20120,1.2,0,2870,6290,9490,15800,18690,22050,28920,NA,67.7,0.495,63.4,51.1,5.1,7.2,33.1,3.5,0
