NombreEmpresa,NumExpediente,IdentificacionFiscal,TipoDeContrato,Municipio,Provincia,Pais,DT_RowId
"CADILLA PEREZ, MONICA",64997,A15717606,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,ADo0RTKg09Eov7fBnxkG9A..
"MAÑAS CONTRERAS, FRANCISCO MANUEL",50059,A15764723,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,9hMIXsnPTsDV1_4oMFKaWg..
"BURGOS MARTINEZ, FRANCISCO",43543,B15054414,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,AMzK2YUe4v2_nS_yAaauOw..
JOSE FRANCISCO ARGUDO JIMENEZ,54861,B15055817,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,e4PtpX41ZCm0Y_IJsiylsw..
JOSE FRANCISCO ARGUDO JIMENEZ,39527,B15066012,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,O93t8vucfUk8p9zcw0_zDw..
"MITJANA DALMAU, ENRIQUE",7481,B15066012,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,YbHIwO4Dq3ImNRzNO1wpqA..
"GUTIERREZ ESTEVEZ, JAVIER",40367,B15111719,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,EziljlO_zoT8vnetbjzJCQ..
"RODRIGUEZ PONTE, JOSE",35419,B15111719,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,yWOksTL1xNgVgakTFRy4zA..
"RASTROLLO DIAZ, ALFONSO",25032,B15142839,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,rGBzfHTKnhrRabCadUltYA..
"EXPAL SYSTEMS, S.A.",25839,B15232960,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,vEO282jhPjS58YHu1kS2Xw..
"ESTRUCTURAS ARAGON, S.A.",44086,B15254493,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,GMhiiqn_GtIohhxDsU57UA..
"MOYALE, S.A.",68936,B15254493,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,F6SzlFfJ4jVE9vDzBW9acg..
"CONSTRUCCIONES URRUTIA, S.A.",72325,B15343106,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,SKfgtiaQFYPwQw80afaJrg..
"CONSTRUCCIONES URRUTIA, S.A.",76088,B15361421,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,w-zHMLlr1hjqTG3iB4LnFw..
"YARRITU, S.A.",59632,B15368194,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,JlKMro88N0a-AKQf6kWONA..
"YARRITU, S.A.",62189,B15370042,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,o5sxlYITcEsWhdRvF4w3cw..
"CONSTRUCCIONES PEREZ DE SAN ROMAN, S.A.",81017,B15386402,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,dGPPQsMwUDBUvBLFep_KZQ..
"VENTICLIMA, S.A.",65246,B15441488,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,55HNkXgjGhv8IbK0AP7sLw..
"VENTICLIMA, S.A.",38227,B15490550,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,2rwHLrtxled0avTppUXlnw..
"LAGUNKETA SOCIEDAD DE ESTUDIOS Y SERVICIOS PARA LA CONSTRUCCION, S.A.",81060,B15503782,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,bYCD7OpHXo36Exvm3RFjtA..
"AUTOBUSES CUADRA, S.A.",81085,B15503782,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,WXrOeuq9Cj5k57hhgRpxPA..
"OPACUA, S.A.",63743,B15623259,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,zJcDsBykqOFmpxwpIDlCDA..
"AUTOBUSES HERMANOS ARRIAGA, S.A.",48816,B15648595,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,rhQiO87VJeRwcJu7OpDuLQ..
"CONSTRUCCIONES MONTENEGRO, S.A.",49416,B15706419,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,LuZ0NeAxdew3ZAnWAlINfg..
"ELECTROTECNICA DE URBINA, S.A.",79560,B15721608,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,n4H6Jqnw6HcB0Gf7AbjrCg..
"ELECTROTECNICA DE URBINA, S.A.",74760,B15832611,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,zuI2490yjFVhl8n8HsFA4Q..
"PALMIRO, S.A.",58332,B15857220,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,iMaBkPPhj3opQG44EXiHkA..
"MONTAJES ELECTRICOS ELCA, S.A.",71552,B15862295,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,GhkHRP1d2nccxCdJ73C8zA..
"MONTAJES ELECTRICOS ELCA, S.A.",75825,B15894629,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,30zW00DMcyajPXB0IpnAtQ..
"CONSTRUCCIONES ITOLA, S.A.",68075,B15924350,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,VS7TFF1P59eu1wInWZob2g..
"LIMPIEZAS GUTIERREZ, S.A.",68620,B15954688,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,vU4W7dfqcmKnjAmo3BlFYw..
"INSTALACIONES Y MONTAJES ELECTRICOS DEL VALLE AGUAYO, S.A.",68621,B15978158,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,YHXxefZ9_67aQL5SIiRsDw..
"INSTALACIONES Y MONTAJES ELECTRICOS DEL VALLE AGUAYO, S.A.",70107,B15993306,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,g3zhCLtL7ZJlht03db5lZA..
"OBRAS PUBLICAS ONAINDIA, S.A.",70105,B15993306,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,3Th-8VtESkZkhNIhOhU-YQ..
"CONSTRUCCIONES AGUILLO, S.A.",64403,B36932309,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,2dnBT-y0DDzRh_pWxKDxVw..
"CONSTRUCCIONES ARANA, S.A.",76205,B70246541,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,HbE6tLLBdPLXtG-yVzQe-Q..
"PROMOCIONES Y PAVIMENTACIONES BALGORZA, S.A.",76942,B70372032,Obras,"CORUÑA, A",A CORUÑA,ESPAÑA,nfqF51-T7OdaV3V4qOFvhQ..
"PROMOCIONES Y PAVIMENTACIONES BALGORZA, S.A.",78245,B70417159,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,jqpSgkocWmq7oYfqkVBhfA..
"FIRMES ALAVESES, S.A.",82042,B70510334,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,wrEtaf5Vdcr-jbTx6b_1ag..
"FIRMES ALAVESES, S.A.",79984,G15068091,Servicios,"CORUÑA, A",A CORUÑA,ESPAÑA,hOlBcO4nMmiLvE1UfwdV2w..
"CONSTRUCCIONES IZORIA - 2000, S.A.",40153,A15030414,Servicios,CULLEREDO,A CORUÑA,ESPAÑA,FEMLha-ucGsHYH073zkiKA..
"NORTUNEL, S.A.",62854,A70124201,Obras,CULLEREDO,A CORUÑA,ESPAÑA,AAM9wi4HFIPtPG9iFvOFjw..
"ALISEA ESCO, S.A.",80304,B15215627,Obras,CULLEREDO,A CORUÑA,ESPAÑA,ZgL269mT3emozXM9_ChJkA..
"GADESSA GESTION INTEGRAL DE SERVICIOS, SOCIEDAD ANONIMA",75174,B15265168,Servicios,CULLEREDO,A CORUÑA,ESPAÑA,I2pxj5V8v_ILmRDzOxSk1w..
AUTOCARES SANGUIAO S.A.,78161,B15448004,Servicios,CULLEREDO,A CORUÑA,ESPAÑA,p3Q5LPniuOgYKbYGX9oStA..
"AGLOMERADOS ALBACETE, S.A.",78157,B15448004,Obras,CULLEREDO,A CORUÑA,ESPAÑA,LsC85k219hbCz8WqEembYg..
"ALMANTOUR, S.A.",81978,B15675515,Servicios,CULLEREDO,A CORUÑA,ESPAÑA,9Ax5D_zCYQFxh__EjNfTag..
"HIERROS BUENO, S.A.L.",81877,B15675515,Obras,CULLEREDO,A CORUÑA,ESPAÑA,6ZZQcmkqNqYv9tmazeaRmA..
"PEREZ Y MURCIA, S.A.",62210,B15814296,Obras,CULLEREDO,A CORUÑA,ESPAÑA,qIXgOUIy14nXAQeu5npmyw..
"ARTES GRAFICAS SAN MIGUEL, S.A.",80225,B15840861,Servicios,CULLEREDO,A CORUÑA,ESPAÑA,IAiJCsCbwe7kYM44lu2dxg..
"INNIS - SARK, S.A.",78566,B15840861,Obras,CULLEREDO,A CORUÑA,ESPAÑA,2cPA3mkcAjcDGfQj8GAcUg..
"INNIS - SARK, S.A.",69068,B15869704,Servicios,CULLEREDO,A CORUÑA,ESPAÑA,H7jpmUH6Ivq748AbaYvOTw..
"AUTOMOVILES LA ALCOYANA, S.A.",66507,B15869704,Obras,CULLEREDO,A CORUÑA,ESPAÑA,XvDNWH0qkabQX2QV9O7z2g..
"TRANSJONIA, S.A.",59856,B15886328,Obras,CULLEREDO,A CORUÑA,ESPAÑA,BGWdu3g9qTu6Tyf53gpYlw..
PEDRO VALDES E HIJOS S.A.,58224,B15906522,Obras,CULLEREDO,A CORUÑA,ESPAÑA,oJ-fpuoi3YiN5DlDBT4JJg..
"ANGEL MARIANO MOLLA, S.A.",69447,B15947088,Obras,CULLEREDO,A CORUÑA,ESPAÑA,lSsqaYuxX6gn8_nN6F4q1A..
"HISPANA DE INSTALACIONES TECNICAS INDUSTRIALES, S. A.",79417,B15991623,Obras,CULLEREDO,A CORUÑA,ESPAÑA,XUSAKRzGVAmeuuMNxOnKBg..
"LOKIMICA, S.A.",79987,B70087788,Obras,CULLEREDO,A CORUÑA,ESPAÑA,5Xa8F_ZhEzW9DE-R5oZzYQ..
"ELADIO SILVESTRE, S.A.",79974,B70240593,Obras,CULLEREDO,A CORUÑA,ESPAÑA,tfN37IJcQarG9gTkn7H_Ug..
"PASTOR MEDINA, S.A.",41137,B15400419,Obras,CURTIS,A CORUÑA,ESPAÑA,Xv7Q6BkQG8U3B1nsUnz5Fg..
"BABCOCK MISSION CRITICAL SERVICES ESPAÑA, S.A.",76998,B27154731,Servicios,CURTIS,A CORUÑA,ESPAÑA,JXMGZfbh6I-Z6stsIGMqwA..
"JOSE SAVALL RONDA, S.A.",54571,B15731185,Obras,DUMBRIA,A CORUÑA,ESPAÑA,g8RR5m-tHV3FLaQR2ez41A..
"JOSE SAVALL RONDA, S.A.",55564,B15866965,Obras,DUMBRIA,A CORUÑA,ESPAÑA,nKWMvjgk5R6971_KH6llpQ..
"MORAGUES, S.A.",75684,B70355615,Obras,DUMBRIA,A CORUÑA,ESPAÑA,EacmsbgimPCDMs-3MVHV7A..
"DOALCO, S.A.",8657,A15074917,Obras,FENE,A CORUÑA,ESPAÑA,Eb25CLDGo7czkNYZhgiv9w..
"FORESMA, S.A.",76010,B70138763,Servicios,FENE,A CORUÑA,ESPAÑA,zvz6anGOpVrD0zc8vwed4A..
"FORESMA, S.A.",81747,B70326954,Obras,FENE,A CORUÑA,ESPAÑA,98JyaOSlbEMigH1I3CoL3g..
"INDUZE PUBLICIDAD, S.A.",6728,A15056849,Obras,FERROL,A CORUÑA,ESPAÑA,PNuY5fWPbimTUBP1PBQjEQ..
"AUTOCARES BAILE, S.A.",46773,B15391303,Servicios,FERROL,A CORUÑA,ESPAÑA,IqxOvqH5zp1kFzA-CFQbgw..
"AGLOMERADOS LOS SERRANOS, S.A.",45672,B15448517,Servicios,FERROL,A CORUÑA,ESPAÑA,g2t10HaGYs8OYBLlEJGdlQ..
"AGLOMERADOS LOS SERRANOS, S.A.",55386,B15554421,Obras,FERROL,A CORUÑA,ESPAÑA,eGwHJBJjkzk0YbACHGPL0A..
"LABAQUA, S.A.",51137,B15654759,Servicios,FERROL,A CORUÑA,ESPAÑA,nNap0UbNMTk3wPGWRCMdmA..
"HIDROSAL, S.A.",77122,B15964935,Servicios,FERROL,A CORUÑA,ESPAÑA,dL_Qc5CN_3ugcqVQAY8Tww..
"HIDROSAL, S.A.",76921,B70382064,Obras,FERROL,A CORUÑA,ESPAÑA,z8D0V8F8gAwJzZHFuHuxNw..
"VIAJES CEMO, S.A.",81174,B70382064,Servicios,FERROL,A CORUÑA,ESPAÑA,_RqjyG91KMeJfqMw0V6iHQ..
"PRIMA-RAM, S.A.",65712,79320572N,Obras,LARACHA (A),A CORUÑA,ESPAÑA,xxBBaGorasczd-ypsRVyFA..
"CONSTRUCCIONES NILA, S.A.",12826,B15150121,Obras,LARACHA (A),A CORUÑA,ESPAÑA,Qk5OYNXFEvDTYZR_isb2XA..
"CONSTRUCCIONES NILA, S.A.",49241,B15587298,Obras,LARACHA (A),A CORUÑA,ESPAÑA,BohUGKI0mFccMbx1i5sdwg..
"AUTOBUSES DEL SURESTE, S.A.",81641,B15650344,Servicios,LARACHA (A),A CORUÑA,ESPAÑA,DFg0RiTr1Fp0DpyqrhoL5Q..
"LIMTE, S.A.",11459,B15088248,Obras,LAXE,A CORUÑA,ESPAÑA,KfUNEj2cDzHBjfqwBqYqBQ..
"VIAJES ALCAZABA, S.A.",50680,B15088248,Servicios,LAXE,A CORUÑA,ESPAÑA,2iXk6AEM801gIXekVXvv3g..
"ALMERIBUS, S.A.",59523,B70039243,Obras,LAXE,A CORUÑA,ESPAÑA,HVI4TfP-M-LfR0p8vnVhSg..
"CONSTRUCCIONES TEJERA, S.A.",73415,B15544232,Obras,LOUSAME,A CORUÑA,ESPAÑA,kn0AbNebRFqm7uLNV1f1Cg..
"CONSTRUCCIONES TEJERA, S.A.",63684,B15874746,Obras,LOUSAME,A CORUÑA,ESPAÑA,8Bl3Vxe33eci_Q4jxUVdzw..
"MONTAJES ELECTRICOS PORTILLO, S.A.",45781,B15537616,Obras,MALPICA DE BERGANTIÑOS,A CORUÑA,ESPAÑA,mHHYC_CMl5cauxN4XLVsBw..
"MONTAJES ELECTRICOS PORTILLO, S.A.",73553,B15537616,Servicios,MALPICA DE BERGANTIÑOS,A CORUÑA,ESPAÑA,Q1VytHcO6Ou-f7168akFLw..
"AUTOCARES BERNARDO, S.A.",67448,B15619513,Servicios,MALPICA DE BERGANTIÑOS,A CORUÑA,ESPAÑA,cIaUxxQfhOtVQWI_VOulIQ..
"AUTOCARES FRAHERMAR, S.A.",78162,B15031032,Servicios,MAZARICOS,A CORUÑA,ESPAÑA,a0wcDuw6d7IlX_RbIOvOig..
GRUPO HISPATEC INFORMATICA EMPRESARIAL SA,31458,B15209232,Obras,MAZARICOS,A CORUÑA,ESPAÑA,DlhizsqPl2huY-0toFBxuA..
"GRUPO CONTROL EMPRESA DE SEGURIDAD, S.A.",64093,B70134143,Obras,MAZARICOS,A CORUÑA,ESPAÑA,n62CBPrKo4fFeZJDLwiXDw..
"TALLERES MILAN, S.A.",35958,B15289614,Obras,MELIDE,A CORUÑA,ESPAÑA,CyrYtsRs7-wJoQJdnhessw..
"TALLERES MILAN, S.A.",77233,B15289614,Servicios,MELIDE,A CORUÑA,ESPAÑA,8c5cROxBm7Kz-8pmGNp6zw..
"ITESA CONTROL ENERGETICO, S.A.",80110,B70235544,Servicios,MELIDE,A CORUÑA,ESPAÑA,9zvu28axJL3k9A_w2WZIYg..
"ITESA CONTROL ENERGETICO, S.A.",80105,B70235544,Obras,MELIDE,A CORUÑA,ESPAÑA,82nlyIpaarufMqmHZvXwYQ..
"PLATAFORMA DE PUBLICIDAD, S.A.",45064,32644974Q,Servicios,MIÑO,A CORUÑA,ESPAÑA,tXZL0PElv5xTncCS74anvQ..
"EXCAVACIONES PASTOR, S.A.",57578,B15734478,Servicios,MIÑO,A CORUÑA,ESPAÑA,ohDsbeXsAxXg4sY3pr2KZQ..
ALMERIMATIK SISTEMAS INFORMATICOS SA,79831,B70194485,Obras,MUGARDOS,A CORUÑA,ESPAÑA,-UNBPfg7uVFSM4g7jwE93w..
"ALBAIDA INFRAESTRUCTURAS, S.A.",32129,B15209794,Obras,MUXIA,A CORUÑA,ESPAÑA,s9Q7kEQLPdNiSS1ufIq5Rg..
"ALBAIDA INFRAESTRUCTURAS, S.A.",82058,B15209794,Servicios,MUXIA,A CORUÑA,ESPAÑA,fEeIsk_XP0dGlVYCuWNN2A..
"CONSTRUMAR CONSTRUCCIONES Y CONTRATAS, S.A.",80331,B70233283,Obras,MUXIA,A CORUÑA,ESPAÑA,GIoIO3XGyGmpTosNNOAlZg..
"CODEUR, S.A.",80288,B70233283,Servicios,MUXIA,A CORUÑA,ESPAÑA,VynWCNI-WpKsfULjgYauCg..
"ENEAS SERVICIOS INTEGRALES, S.A.",54117,B15832553,Obras,MUXÍA,A CORUÑA,ESPAÑA,1NMzlWEoPoTTfvXp6IO6aA..
"MIRAS INSTALACIONES, TECNOLOGIA Y PROYECTOS, S.A.L.",74675,A70319678,Servicios,NARON,A CORUÑA,ESPAÑA,GfrAnvDZJjWtbWg_uPd2rw..
"MIRAS INSTALACIONES, TECNOLOGIA Y PROYECTOS, S.A.L.",74676,A70319678,Obras,NARON,A CORUÑA,ESPAÑA,ZCEq1kAs7KQSOi4hCs7Z6A..
"PADECASA OBRAS Y SERVICIOS, S.A.",59901,B15204738,Servicios,NARON,A CORUÑA,ESPAÑA,AsgLfOmMdFoJxF6Vg3QiCQ..
"PADECASA OBRAS Y SERVICIOS, S.A.",59680,B15204738,Obras,NARON,A CORUÑA,ESPAÑA,dBgTDJOtjFvbbIx7ydgggA..
"ALFEBA, S.A.",80340,B15352529,Obras,NARON,A CORUÑA,ESPAÑA,1YUVMYzAZrjdqTUXU_oTpA..
"JULIO Y SALVADOR GARCIA PEREZ, S.A.",80352,B15352529,Servicios,NARON,A CORUÑA,ESPAÑA,lptOzGroqbieu9mIwX6s8A..
"AUTOCARES GASCH, S.A.",64718,B15398597,Servicios,NARON,A CORUÑA,ESPAÑA,4wFfRw63mLVqUQzUI5bcog..
"FUENCO, S.A.",68325,B15595960,Servicios,NARON,A CORUÑA,ESPAÑA,pMTIpyYIdRZsEd5h9tiT1g..
"GEVORA CONSTRUCCIONES, S.A.",62688,B15668858,Servicios,NARON,A CORUÑA,ESPAÑA,Cvig-vHyq8GpTRTLQRoZ6g..
"GEVORA CONSTRUCCIONES, S.A.",75847,B70205984,Servicios,NARON,A CORUÑA,ESPAÑA,tF7m4ji1UsLW8yH5szJxzQ..
"AUTOCARES PORMASA, S.A.",81951,B70285085,Obras,NARON,A CORUÑA,ESPAÑA,s1V3CkFTCbnQbR_g4s6RRQ..
"JOCA INGENIERIA Y CONSTRUCCIONES, S.A.",80703,B70431424,Servicios,NARON,A CORUÑA,ESPAÑA,J9C4GJ7bO_kWfk4kExVb1w..
"JOCA INGENIERIA Y CONSTRUCCIONES, S.A.",80767,B70431424,Obras,NARON,A CORUÑA,ESPAÑA,9a1dfgJ6nSYj8rvLbCiCgQ..
"GRAGERA INDUSTRIAL, S.A.",49679,B15054570,Servicios,NARÓN,A CORUÑA,ESPAÑA,M7dvQbCI9YkECyp57JAOkQ..
"MONTAJES ELECTRICOS DEL GUADIANA AGRICOLAS E INDUSTRIALES, S.A.",63740,B15980246,Obras,NARÓN,A CORUÑA,ESPAÑA,Z0kqNL6PamTy0XCIfzKmvg..
"MONTAJES ELECTRICOS DEL GUADIANA AGRICOLAS E INDUSTRIALES, S.A.",64739,B15084205,Obras,NEGREIRA,A CORUÑA,ESPAÑA,2VdIedBy-R9qkcGt5YSbtw..
"COMTOSA, S.A.",82022,B15497134,Obras,NEGREIRA,A CORUÑA,ESPAÑA,yoCHL_krof9BrdwfZvF2xg..
TALLERES VACA SA,81087,B15625965,Servicios,NEGREIRA,A CORUÑA,ESPAÑA,hji6uTlSXAaIEVceTJH5FA..
"AUTOCARES ANSA, S.A.",58365,B15996135,Servicios,NEGREIRA,A CORUÑA,ESPAÑA,OEWXZkCJ16cWJI3On5GGng..
"DISEÑO Y TECNICAS GRAFICAS DE EXTREMADURA TECNIGRAF, S.A.",81406,B70069281,Obras,NEGREIRA,A CORUÑA,ESPAÑA,t6nF_PJmkMhBWIxfNjxmvA..
AUTOCARES VAZQUEZ SOCIEDAD ANONIMA,82011,B70451521,Obras,NOIA,A CORUÑA,ESPAÑA,jgoC_eXn0elCqMa7tkecvQ..
"SISTEMAS DE AUTOMATISMO Y CONTROL, S.A.",23792,A15069230,Servicios,OLEIROS,A CORUÑA,ESPAÑA,Ay8ZWU2Ge6o2hDMZV0SEPA..
"SEGURIDAD INTEGRAL SECOEX, S.A.",58250,A15419203,Obras,OLEIROS,A CORUÑA,ESPAÑA,DdN2Dmkr_G4ntSe2ltkH1A..
"SEGURIDAD INTEGRAL SECOEX, S.A.",58048,A15419203,Servicios,OLEIROS,A CORUÑA,ESPAÑA,XF3Dk6oKVw5ML3D1N6Igqg..
"CONSTRUCCIONES Y OBRAS PUBLICAS DEL GUADIANA, S.A.",36949,A15456585,Servicios,OLEIROS,A CORUÑA,ESPAÑA,K-PS86AlT0CJ4GgXoTu5GA..
"ASFALTOS LOS SANTOS, S.A.",64231,B15054000,Obras,OLEIROS,A CORUÑA,ESPAÑA,E8OGHKwS6aoTK7MgvdMgwA..
"OBRAS Y CONSTRUCCIONES MANUEL GALLEGO, S.A.",70217,B15474570,Servicios,OLEIROS,A CORUÑA,ESPAÑA,RB-GLoz_CoSiinkKW4N-1Q..
"OBRAS Y CONSTRUCCIONES MANUEL GALLEGO, S.A.",70775,B15474570,Obras,OLEIROS,A CORUÑA,ESPAÑA,-_9WPTMPbEre_Uv8xDZbXg..
"AUTOCARES TALAVERUELA, S.A.L.",81121,B15976145,Obras,OLEIROS,A CORUÑA,ESPAÑA,oi32FRBtnDPg0y9zei1O9w..
"MULTIOBRAS IZQUIERDO, S.A.",79254,A15025281,Servicios,ORDES,A CORUÑA,ESPAÑA,cOgqyCzG7yxhHuscrGV7nw..
"ASTILLEROS DE MALLORCA, S.A.",47201,B15064835,Obras,ORDES,A CORUÑA,ESPAÑA,3urdaKptwuvb2cNI1Cdwyw..
"MALLA, S.A.",47216,B15064835,Servicios,ORDES,A CORUÑA,ESPAÑA,J8G_IpJjf1s-JEkQ6Hhwog..
"CONTRATISTAS MALLORQUINES ASOCIADOS, S.A.",63929,B15387855,Servicios,ORDES,A CORUÑA,ESPAÑA,I0ewp1bSZrU0Fs2DDtJecw..
"OBRAS Y PAVIMENTACIONES MAN, S.A.",34627,B15387855,Obras,ORDES,A CORUÑA,ESPAÑA,MsYJYSKgsqcPwvcH9470iQ..
"OBRAS Y PAVIMENTACIONES MAN, S.A.",47927,B15464795,Obras,ORDES,A CORUÑA,ESPAÑA,IPjIH71IYpOJWvxTKsHggA..
"CONSTRUCCIONES LLULL SASTRE, S.A.",57656,B15464795,Servicios,ORDES,A CORUÑA,ESPAÑA,mCMBfIQXyP_1ywnhSGM8kQ..
"WILL KILL, S.A.",52160,B15496219,Obras,ORDES,A CORUÑA,ESPAÑA,agcKlpCoUHBGeI7LIshBIA..
"GRUPO DE EXCLUSIVAS PUBLICITARIAS, S.A.",63933,B15938780,Obras,ORDES,A CORUÑA,ESPAÑA,1CbOFIF3un_CUDrcq7BSug..
"CONSTRUCCIONES, EXCAVACIONES Y ASFALTOS, S.A.",75569,B70093539,Obras,ORDES,A CORUÑA,ESPAÑA,Pou9s9t7sX4LWKrXAjKXDA..
"TRANSPORTES BLINDADOS, S.A.",73928,A15093412,Servicios,OROSO,A CORUÑA,ESPAÑA,fB2gQR0a9RqZ1MvihXkm7Q..
"MELCHOR MASCARO, S.A.",34910,A15352735,Obras,OROSO,A CORUÑA,ESPAÑA,5gbYErrb1IWb-6oNnLkMSA..
"MELCHOR MASCARO, S.A.",73705,A15352735,Servicios,OROSO,A CORUÑA,ESPAÑA,qCxCptfAr-5D53mIYmjh3g..
"HUMICLIMA EST, S.A.",47871,A15518426,Obras,OROSO,A CORUÑA,ESPAÑA,ZLrHAKVPpGpqO7gJoNBoXQ..
"HUMICLIMA EST, S.A.",73927,B15087745,Servicios,OROSO,A CORUÑA,ESPAÑA,YjQYhAR1NXBJq2Gt3Kns_w..
"VIAS Y OBRAS PUBLICAS, S.A.",73929,B15361355,Servicios,OROSO,A CORUÑA,ESPAÑA,ylyi0603b4IIiYquRxdFQA..
"VIAS Y OBRAS PUBLICAS, S.A.",59915,B15497498,Servicios,OROSO,A CORUÑA,ESPAÑA,Ip3BsOXynBxpiXMyVetPXQ..
"AGLOMERADOS DE FELANITX, S.A.",76328,B15608193,Servicios,OROSO,A CORUÑA,ESPAÑA,1YWBT9JgO8iIoQfp2q5JGQ..
"HERBUSA, S.A.",45918,B15608193,Obras,OROSO,A CORUÑA,ESPAÑA,ubHVCWC6Eg3wX27X_NNKFg..
"URBIA INTERMEDIACION INGENIERIA Y SERVICIOS, S.A.",59538,B70043104,Obras,OROSO,A CORUÑA,ESPAÑA,TKyqsSelGWjKLGvrQOzZOg..
"URBIA INTERMEDIACION INGENIERIA Y SERVICIOS, S.A.",61278,B70043104,Servicios,OROSO,A CORUÑA,ESPAÑA,Kv2YLP5yDpxrc_jqmYb_wg..
"CA NA NEGRETA, S.A.",81364,B70143433,Obras,OROSO,A CORUÑA,ESPAÑA,L7l1bUU7RqgjbYvMwFuvPA..
"SAMPOL INGENIERIA Y OBRAS, S.A.",81645,B70143433,Servicios,OROSO,A CORUÑA,ESPAÑA,mWFS6xBiLlbwKOlttzBf5g..
"SAMPOL INGENIERIA Y OBRAS, S.A.",50118,B80028673,Obras,OROSO,A CORUÑA,ESPAÑA,3BIZCel2guWfF5FQlABROw..
"AGLOMERADOS IBIZA, S.A.",56158,B15800907,Obras,ORTIGUEIRA,A CORUÑA,ESPAÑA,-jxzrS01iX1DNndsnZWykw..
"INSTALACIONES ELECTRICAS VICENTE GUASCH GUASCH Y CARDONA, S.A.",77537,B70048517,Servicios,ORTIGUEIRA,A CORUÑA,ESPAÑA,pbzIuvysNZl-RO_wlhZGtQ..
"LIMPIEZAS URBANAS DE MALLORCA, S.A.",66719,B15109515,Servicios,OUTES,A CORUÑA,ESPAÑA,BhSs2U7KcsrjQ1ZGCqpWLg..
"AGLOMERADOS MALLORCA, S.A.",47954,B15354749,Servicios,OUTES,A CORUÑA,ESPAÑA,LozZtNokr1KsmQW_vzZ6Dw..
"ANTONIO Y DIEGO, S.A.",45888,B15617400,Obras,OUTES,A CORUÑA,ESPAÑA,T_hUKOMX3jzzkB-d6LWY8w..
"JUAN MORA, S.A.",31866,B15338338,Obras,OZA DOS RIOS,A CORUÑA,ESPAÑA,6QtMXSXz6NF7BTwrp2MHpg..
"AIR EUROPA LINEAS AEREAS, S.A.",56520,B15501539,Obras,PADRON,A CORUÑA,ESPAÑA,ZZ8gQ_2UBudeVe1qJGzBVw..
"MEJORAS SERVICIOS Y PROYECTOS INTEGRALES, S.A.",69353,B15557382,Servicios,PADRON,A CORUÑA,ESPAÑA,HIVXEQprtbAMu_hPJZ-CBA..
"CONSTRUCCIONS EMBAT, S.A.",50990,B15694169,Servicios,PADRON,A CORUÑA,ESPAÑA,5UvplFgRjmwycinul5J1cg..
"SELECT SERVICE PARTNER, S.A.",67992,B15709249,Obras,PADRON,A CORUÑA,ESPAÑA,Uprtyvy26zI7NZuWXiRQRw..
"BALEARES DE LIMPIEZAS, S.A.",67993,B15709249,Servicios,PADRON,A CORUÑA,ESPAÑA,fFvHRQ0WkN_3S_Dku8jNqA..
"HERMANOS GOST SIMO, S.A.",9824,B15121783,Obras,PINO (O),A CORUÑA,ESPAÑA,Avd0pXH9mE8bsQhUz1gGSg..
"SERVICIOS Y CONSTRUCCIONES MADEIRA, S.A.",67088,B15410608,Servicios,PINO (O),A CORUÑA,ESPAÑA,pZJRfY3qhmdSvUT1QV7akQ..
